weather,traffic,temp,hour,delay
rain,low,275.77,19,0
rain,low,275.77,19,0
rain,low,275.59,20,0
rain,low,275.59,20,0
rain,low,275.62,21,0
rain,low,275.62,21,0
rain,low,275.68,22,0
rain,low,275.68,22,0
rain,low,275.62,23,0
rain,low,275.62,23,0
snow,low,275.62,23,0
rain,low,275.4,0,0
rain,low,275.4,0,0
rain,low,275.28,1,0
rain,low,275.28,1,0
rain,low,275.03,2,0
rain,low,275.03,2,0
clear,low,274.88,3,0
clear,low,274.84,4,0
rain,low,274.84,5,0
rain,low,274.84,5,0
clear,high,274.84,6,0
clear,high,274.71,7,0
clear,high,274.84,8,0
clear,medium,275.29,9,0
clear,medium,275.34,10,0
rain,medium,275.79,11,0
rain,medium,275.78,12,0
clear,medium,275.95,13,0
snow,high,276.02,14,1
rain,high,276.02,14,1
rain,high,275.88,15,1
clear,high,275.75,16,0
clear,high,275.42,17,0
snow,medium,275.15,18,0
clear,low,274.9,19,0
clear,low,274.65,20,0
clear,low,273.96,21,0
clear,low,273.9,22,0
clear,low,273.52,23,0
clear,low,273.35,0,0
clear,low,273.09,1,0
clear,low,273.09,2,0
clear,low,272.55,3,0
clear,low,272.55,4,0
clear,low,272.68,5,0
clear,high,272.55,6,0
clear,high,272.55,7,0
clear,high,272.62,8,0
clear,high,272.88,9,0
clear,high,273.09,11,0
clear,high,273.34,11,0
clear,high,273.34,12,0
clear,high,273.34,13,0
clear,high,273.34,14,0
clear,high,273.35,15,0
clear,high,273.03,16,0
clear,high,272.72,17,0
clear,medium,272.79,18,0
clear,medium,272.46,19,0
clear,medium,272.28,20,0
clear,medium,272.35,21,0
snow,low,272.21,22,0
clear,low,272.21,23,0
clear,low,272.03,0,0
clear,low,271.88,1,0
snow,low,271.78,2,0
clear,low,271.9,3,0
clear,low,271.82,4,0
clear,low,271.68,5,0
clear,low,271.62,6,0
snow,low,271.62,7,0
snow,medium,271.55,8,0
snow,medium,271.62,9,0
clear,medium,271.62,9,0
snow,medium,271.68,10,0
clear,medium,272.09,11,0
clear,high,272.42,12,0
clear,high,272.72,13,0
clear,high,273.21,14,0
clear,high,273.21,15,0
clear,medium,273.02,16,0
clear,high,272.59,17,0
clear,medium,272.4,18,0
clear,medium,272.58,19,0
clear,low,272.59,20,0
clear,medium,272.65,21,0
snow,low,272.96,22,0
snow,low,273.02,23,0
snow,low,272.46,1,0
clear,low,272.46,1,0
snow,low,272.59,2,0
clear,low,272.59,2,0
snow,low,272.62,3,0
clear,low,272.62,3,0
snow,low,273.09,4,0
clear,low,273.09,4,0
snow,low,273.15,5,0
clear,low,273.15,5,0
snow,low,273.21,6,0
clear,low,273.21,6,0
snow,low,273.4,7,0
clear,low,273.4,7,0
clear,low,273.75,9,0
snow,low,273.75,9,0
clear,low,273.77,9,0
snow,low,273.77,9,0
clear,medium,274.15,11,0
clear,medium,274.55,12,0
clear,medium,274.75,13,0
clear,medium,274.88,13,0
clear,medium,275.02,14,0
rain,medium,275.28,15,0
rain,medium,275.28,15,0
clear,medium,275.28,15,0
rain,medium,275.15,16,0
rain,medium,275.15,16,0
clear,medium,275.21,17,0
rain,medium,275.21,17,0
rain,medium,275.09,18,0
clear,medium,275.09,18,0
snow,medium,275.09,18,0
rain,medium,275.21,19,0
clear,low,275.34,20,0
clear,low,274.84,21,0
clear,low,274.84,22,0
clear,low,274.55,23,0
clear,low,273.88,0,0
clear,low,273.42,1,0
clear,low,272.15,2,0
clear,low,271.95,3,0
clear,low,271.42,4,0
clear,low,271.42,4,0
clear,low,270.14,5,0
clear,low,270.14,5,0
clear,high,270.51,6,0
clear,high,270.51,6,0
clear,high,271.07,7,0
clear,high,271.07,7,0
clear,high,271.35,8,0
clear,high,271.35,8,0
clear,high,272.79,9,0
clear,medium,273.79,10,0
clear,medium,274.68,11,0
clear,medium,275.59,13,0
rain,high,275.84,14,1
rain,high,275.84,14,1
rain,high,276.21,15,1
clear,high,276.35,16,0
clear,high,276.48,16,0
clear,high,276.42,17,0
rain,medium,276.22,18,0
rain,medium,276.28,19,0
rain,low,276.02,20,0
rain,low,276.33,21,0
clear,low,276.58,22,0
clear,low,276.4,23,0
clear,low,276.41,0,0
rain,low,275.22,1,0
clear,low,273.97,2,0
clear,low,273.75,3,0
clear,low,273.02,4,0
clear,low,271.34,5,0
snow,high,270.35,6,1
clear,high,268.97,7,0
snow,high,267.9,9,1
snow,medium,267.62,11,0
snow,medium,267.62,12,0
snow,medium,267.88,13,0
snow,high,268.61,14,1
snow,high,268.34,14,1
snow,high,268.62,15,1
snow,high,268.4,16,1
snow,high,267.96,17,1
snow,medium,267.89,18,0
snow,medium,267.89,18,0
snow,medium,267.6,19,0
snow,low,267.6,20,0
snow,low,266.42,21,0
snow,low,266.35,22,0
snow,low,266.22,23,0
snow,low,266.08,0,0
snow,low,266.02,1,0
snow,low,265.69,2,0
snow,low,265.35,3,0
snow,low,264.95,5,0
snow,high,265.22,7,1
snow,high,265.22,7,1
snow,high,265.15,8,1
snow,high,264.84,9,1
snow,medium,265.28,10,0
snow,medium,265.62,10,0
snow,medium,266.15,11,0
snow,medium,266.46,13,0
clear,medium,266.46,13,0
snow,high,266.42,14,1
snow,high,266.58,15,1
clear,high,266.58,15,0
snow,high,266.03,16,1
snow,high,265.75,17,1
snow,high,265.96,17,1
snow,medium,265.34,18,0
snow,medium,264.89,19,0
snow,low,264.75,20,0
snow,low,264.75,21,0
snow,low,264.68,22,0
snow,low,264.62,23,0
snow,low,264.62,0,0
snow,low,264.62,1,0
snow,low,264.61,2,0
snow,low,264.93,3,0
clear,low,264.93,3,0
snow,low,265.21,4,0
clear,low,265.21,4,0
clear,low,265.21,4,0
snow,low,265.48,5,0
snow,high,265.62,6,1
clear,high,265.88,7,0
snow,high,265.88,7,1
snow,high,266.08,8,1
snow,high,266.4,9,1
snow,medium,267.52,10,0
snow,medium,268.35,11,0
snow,medium,268.65,12,0
snow,medium,268.94,13,0
snow,high,268.88,14,1
snow,high,268.49,15,1
snow,high,268.02,16,1
snow,high,267.65,17,1
snow,medium,267.4,18,0
snow,medium,267.15,19,0
snow,low,266.95,20,0
snow,low,266.22,21,0
snow,low,265.65,22,0
snow,low,265.47,23,0
snow,low,264.97,0,0
snow,low,264.28,1,0
snow,low,263.71,2,0
snow,low,263.34,3,0
clear,low,263.21,4,0
clear,low,263.55,5,0
snow,high,263.28,6,1
snow,high,263.09,7,1
snow,high,262.75,8,1
snow,high,262.27,9,1
clear,high,262.27,9,0
snow,medium,262.97,10,0
clear,medium,262.97,10,0
snow,high,263.88,11,1
clear,high,263.88,11,0
snow,high,264.68,12,1
snow,high,264.95,13,1
snow,high,265.08,14,1
snow,high,265.15,15,1
snow,high,264.72,16,1
snow,high,264.22,17,1
snow,high,263.75,18,1
snow,medium,263.49,19,0
snow,medium,262.82,20,0
snow,medium,262.42,21,0
snow,medium,261.78,22,0
snow,low,261.34,23,0
snow,low,261.43,0,0
clear,low,260.34,1,0
clear,low,259.65,2,0
clear,low,259.29,3,0
clear,low,258.75,4,0
clear,low,258.09,5,0
clear,low,257.44,6,0
clear,low,257.28,7,0
clear,low,257.22,8,0
clear,medium,257.88,9,0
clear,medium,258.53,10,0
clear,medium,259.42,11,0
clear,medium,260.35,12,0
clear,medium,261.27,13,0
snow,high,261.65,14,1
snow,medium,261.88,15,0
snow,medium,261.88,16,0
snow,medium,261.68,17,0
clear,medium,261.68,17,0
snow,medium,261.88,18,0
clear,medium,261.88,18,0
snow,low,262.02,19,0
clear,low,262.02,19,0
snow,low,262.28,20,0
clear,low,262.28,20,0
snow,low,262.42,21,0
clear,low,262.42,21,0
snow,low,262.35,22,0
clear,low,262.35,22,0
snow,low,262.65,23,0
clear,low,262.65,23,0
snow,low,263.02,0,0
clear,low,263.02,0,0
snow,low,263.4,1,0
clear,low,263.4,1,0
snow,low,263.46,2,0
clear,low,263.46,2,0
snow,low,263.71,3,0
clear,low,263.71,3,0
snow,low,264.08,4,0
clear,low,264.08,4,0
clear,low,264.08,4,0
snow,low,264.22,5,0
clear,low,264.22,5,0
snow,low,264.28,6,0
clear,low,264.28,6,0
snow,low,264.55,7,0
clear,low,264.55,7,0
clear,low,264.55,7,0
snow,low,264.62,8,0
clear,low,264.62,8,0
clear,low,264.62,8,0
snow,low,264.58,9,0
clear,low,264.58,9,0
snow,low,265.22,10,0
clear,low,265.22,10,0
snow,low,265.88,11,0
clear,low,265.88,11,0
clear,low,265.88,11,0
snow,low,266.08,12,0
clear,low,266.08,12,0
clear,low,266.08,12,0
snow,medium,266.58,13,0
snow,medium,266.68,14,0
clear,medium,266.68,14,0
clear,medium,266.68,14,0
snow,medium,266.68,15,0
clear,medium,266.68,15,0
clear,medium,266.68,15,0
snow,medium,266.62,16,0
clear,medium,266.62,16,0
clear,medium,266.62,16,0
snow,medium,266.28,17,0
clear,medium,266.28,17,0
snow,low,265.96,18,0
clear,low,265.96,18,0
clear,low,265.96,18,0
snow,low,265.78,19,0
clear,low,265.78,19,0
snow,medium,265.22,20,0
snow,low,263.96,21,0
snow,low,263.68,22,0
snow,low,262.75,23,0
snow,low,261.84,0,0
snow,low,261.46,1,0
snow,low,260.72,2,0
snow,low,259.28,3,0
snow,low,258.53,4,0
clear,low,258.53,4,0
clear,low,257.78,5,0
snow,low,257.78,5,0
clear,medium,257.08,6,0
snow,medium,257.08,6,0
clear,medium,256.59,7,0
snow,medium,256.59,7,0
snow,medium,256.15,8,0
clear,medium,256.15,8,0
clear,medium,256.15,8,0
clear,high,255.95,9,0
clear,high,255.95,9,0
snow,high,255.95,9,1
clear,medium,255.71,10,0
snow,medium,255.71,10,0
clear,medium,256.33,11,0
clear,medium,256.33,11,0
snow,medium,256.33,11,0
clear,medium,257.33,12,0
clear,medium,257.33,12,0
snow,medium,257.33,12,0
clear,medium,258.08,13,0
snow,medium,258.08,13,0
clear,medium,258.96,14,0
snow,high,259.59,15,1
snow,high,259.62,16,1
snow,high,259.59,17,1
snow,medium,259.28,18,0
snow,low,258.71,19,0
clear,low,258.03,20,0
clear,low,257.48,21,0
clear,low,256.9,22,0
clear,low,256.15,23,0
clear,low,255.78,0,0
clear,low,255.03,1,0
clear,low,254.15,2,0
clear,low,253.28,3,0
clear,low,252.47,4,0
clear,low,251.72,5,0
clear,high,251.15,6,0
clear,high,251.09,7,0
clear,high,251.08,8,0
clear,high,251.82,9,0
clear,medium,253.88,10,0
snow,medium,255.71,11,0
snow,medium,257.77,12,0
snow,medium,259.22,13,0
clear,high,259.55,14,0
snow,high,259.69,15,1
clear,high,258.205,16,0
clear,high,254.917,17,0
clear,medium,254.917,18,0
clear,medium,254.917,19,0
clear,low,257.96,20,0
clear,medium,258.88,21,0
clear,medium,260.02,22,0
clear,low,260.42,23,0
clear,low,260.75,0,0
clear,low,260.59,1,0
clear,low,260.42,2,0
clear,low,260.34,3,0
clear,low,260.21,4,0
clear,low,260.09,5,0
clear,high,259.82,6,0
clear,high,259.15,7,0
clear,high,258.29,8,0
snow,high,257.65,9,1
clear,high,257.65,9,0
snow,medium,257.59,10,0
clear,medium,257.59,10,0
snow,medium,257.29,11,0
clear,medium,257.29,11,0
snow,medium,257.55,12,0
clear,medium,257.55,12,0
snow,medium,258.08,13,0
clear,medium,258.08,13,0
snow,high,258.15,14,1
clear,high,258.15,14,0
clear,high,258.35,15,0
clear,high,257.62,16,0
clear,high,256.89,17,0
clear,medium,256.15,18,0
clear,medium,255.68,19,0
clear,low,255.28,20,0
clear,low,255.22,21,0
clear,low,254.72,22,0
clear,low,254.34,23,0
clear,low,253.84,0,0
clear,low,253.42,1,0
clear,low,252.53,2,0
clear,low,252.08,3,0
clear,low,251.46,4,0
clear,low,251.21,5,0
clear,high,250.88,6,0
clear,high,250.48,7,0
clear,high,250.02,8,0
clear,high,250.15,9,0
clear,medium,251.72,10,0
clear,medium,253.29,11,0
clear,medium,254.93,12,0
clear,high,256.42,13,0
clear,high,256.48,14,0
clear,high,256.09,15,0
clear,high,255.58,16,0
clear,high,255.61,17,0
clear,medium,255.61,18,0
clear,medium,255.82,19,0
clear,low,255.95,20,0
clear,low,256.22,21,0
clear,low,256.68,22,0
snow,low,257.07,23,0
snow,low,257.29,0,0
clear,low,257.29,0,0
snow,low,257.69,1,0
clear,low,257.69,1,0
snow,low,258.36,2,0
clear,low,258.36,2,0
snow,low,259.08,3,0
clear,low,259.08,3,0
snow,low,259.28,4,0
snow,medium,259.42,6,0
snow,high,259.72,7,1
snow,medium,259.79,8,0
snow,medium,260.01,8,0
clear,medium,260.01,8,0
snow,medium,260.65,9,0
clear,medium,260.65,9,0
snow,medium,260.79,10,0
snow,medium,261.4,11,0
snow,medium,261.61,12,0
snow,medium,262.02,13,0
snow,medium,262.09,15,0
clear,medium,262.09,15,0
snow,medium,262.01,16,0
clear,medium,262.01,16,0
snow,medium,261.75,17,0
clear,medium,261.75,17,0
snow,low,261.72,18,0
clear,low,261.72,18,0
snow,low,261.65,18,0
clear,low,261.65,18,0
snow,low,261.62,19,0
clear,low,261.62,19,0
clear,low,261.62,19,0
snow,low,261.72,20,0
clear,low,261.72,20,0
snow,low,261.62,22,0
clear,low,261.62,22,0
snow,low,261.82,23,0
clear,low,261.82,23,0
snow,low,261.79,0,0
clear,low,261.79,0,0
snow,low,261.72,1,0
clear,low,261.72,1,0
snow,low,261.82,1,0
clear,low,261.82,1,0
snow,low,261.8,2,0
clear,low,261.8,2,0
snow,low,261.08,3,0
clear,low,261.08,3,0
snow,low,260.65,4,0
snow,low,259.75,5,0
clear,low,259.75,5,0
snow,low,259.37,6,0
clear,low,259.37,6,0
snow,low,258.51,7,0
clear,low,258.51,7,0
clear,low,258.51,7,0
snow,low,257.95,8,0
clear,low,257.95,8,0
clear,low,257.95,8,0
snow,low,257.75,9,0
clear,low,257.75,9,0
snow,low,257.89,10,0
clear,low,257.89,10,0
clear,low,257.89,10,0
snow,low,257.96,11,0
clear,low,257.96,11,0
snow,medium,258.09,12,0
snow,medium,258.22,13,0
snow,medium,258.02,14,0
clear,medium,257.59,15,0
clear,medium,257.02,16,0
clear,medium,255.75,17,0
clear,medium,254.71,18,0
clear,low,254.29,19,0
clear,low,253.16,20,0
clear,low,251.76,21,0
clear,low,250.84,22,0
clear,low,249.59,23,0
clear,low,248.84,0,0
clear,low,248.22,1,0
clear,low,247.29,2,0
clear,low,246.6,3,0
clear,low,245.62,4,0
clear,low,244.89,5,0
clear,low,244.22,6,0
clear,low,243.62,7,0
clear,low,243.39,8,0
clear,medium,246.74,10,0
clear,medium,248.86,11,0
clear,medium,250.48,12,0
clear,medium,251.51,14,0
clear,medium,251.23,14,0
clear,medium,251.36,15,0
clear,medium,251.15,16,0
clear,medium,250.08,17,0
clear,low,250.22,19,0
clear,low,250.65,20,0
clear,low,251.74,21,0
clear,low,253.14,22,0
clear,low,253.93,23,0
clear,low,254.14,23,0
clear,low,254.22,0,0
clear,low,254.22,0,0
clear,low,254.72,1,0
clear,low,255.37,2,0
clear,low,257.07,3,0
clear,low,257.93,4,0
clear,low,258.67,5,0
clear,high,260.14,6,0
clear,high,260.72,7,0
clear,high,261.15,8,0
clear,medium,261.22,9,0
clear,medium,262.36,10,0
clear,medium,265.14,11,0
snow,medium,266.15,12,0
clear,medium,266.88,13,0
snow,high,267.21,14,1
clear,high,267.21,14,0
clear,medium,267.48,15,0
clear,medium,266.55,16,0
clear,high,266.02,17,0
clear,medium,265.79,18,0
clear,low,266.88,19,0
clear,low,266.93,20,0
clear,low,268.14,21,0
clear,low,268.48,22,0
clear,low,268.75,23,0
clear,low,269.21,0,0
clear,low,269.4,1,0
clear,low,270.22,2,0
clear,low,270.27,3,0
clear,low,270.61,4,0
clear,low,271.15,5,0
clear,high,272.61,6,0
clear,high,273.29,7,0
clear,high,273.35,8,0
clear,high,274.28,9,0
snow,medium,274.95,10,0
snow,medium,275.34,11,0
clear,high,275.68,12,0
clear,high,275.89,13,0
clear,high,275.59,14,0
clear,high,274.82,15,0
clear,high,273.82,16,0
clear,high,272.9,17,0
clear,medium,272.09,18,0
clear,medium,271.95,19,0
clear,low,270.89,20,0
clear,medium,270.08,21,0
clear,low,269.03,22,0
clear,low,268.46,23,0
clear,low,268.93,0,0
clear,low,268.34,1,0
clear,low,268.28,2,0
clear,low,269.58,3,0
clear,low,270.08,4,0
clear,low,270.87,5,0
clear,medium,271.81,6,0
clear,high,272.74,7,0
clear,high,273.22,8,0
clear,medium,273.65,9,0
clear,medium,274.62,10,0
clear,high,275.43,11,0
clear,high,276.41,12,0
clear,high,277.21,13,0
clear,high,277.22,14,0
rain,high,276.75,15,1
clear,high,276.28,16,0
clear,high,276.08,17,0
clear,medium,276.08,18,0
clear,medium,275.86,19,0
clear,low,275.28,20,0
clear,low,274.4,21,0
clear,low,273.91,22,0
clear,low,272.49,23,0
clear,low,271.35,0,0
clear,low,270.55,1,0
clear,low,270.03,2,0
clear,low,269.15,3,0
clear,low,268.35,4,0
clear,low,267.71,5,0
clear,high,267.27,6,0
clear,high,266.68,7,0
clear,medium,266.71,8,0
clear,medium,267.21,9,0
clear,medium,268.27,10,0
clear,high,270.72,11,0
clear,high,272.55,12,0
clear,high,274.39,13,0
clear,high,275.28,14,0
clear,high,275.77,15,0
clear,high,275.71,16,0
clear,high,274.42,17,0
clear,medium,273.49,18,0
clear,medium,272.81,19,0
clear,low,272.34,20,0
clear,low,271.62,21,0
clear,low,272.27,22,0
clear,low,272.22,23,0
clear,low,272.44,0,0
clear,low,272.23,1,0
clear,low,271.71,2,0
clear,low,272.22,3,0
clear,low,272.27,4,0
clear,low,272.65,5,0
clear,medium,272.94,6,0
clear,medium,273.42,7,0
clear,medium,273.65,8,0
rain,medium,274.4,9,0
rain,medium,274.4,9,0
rain,medium,275.08,10,0
rain,medium,275.21,11,0
rain,medium,275.21,11,0
snow,medium,275.21,11,0
snow,medium,274.9,12,0
clear,medium,274.9,12,0
rain,medium,274.9,12,0
rain,medium,274.9,12,0
snow,medium,274.28,13,0
clear,medium,274.28,13,0
rain,medium,274.28,13,0
snow,medium,274.21,14,0
clear,medium,274.21,14,0
rain,medium,274.21,14,0
snow,medium,274.08,15,0
clear,medium,274.08,15,0
snow,medium,274.02,16,0
clear,medium,274.02,16,0
rain,medium,274.02,16,0
rain,medium,274.02,16,0
rain,medium,274.08,17,0
clear,medium,274.08,17,0
snow,medium,274.08,17,0
rain,medium,274.08,17,0
rain,medium,274.21,18,0
clear,medium,274.21,18,0
clear,low,274.08,19,0
clear,low,274.15,20,0
clear,low,274.35,21,0
clear,low,274.35,22,0
clear,low,273.96,23,0
clear,low,274.02,0,0
clear,low,274.02,1,0
clear,low,273.94,2,0
clear,low,273.95,3,0
clear,low,273.95,4,0
clear,low,273.95,5,0
clear,low,273.82,6,0
clear,low,273.82,6,0
clear,low,273.82,7,0
clear,low,273.82,7,0
clear,low,273.65,8,0
clear,low,273.42,9,0
clear,medium,273.95,10,0
clear,medium,273.95,10,0
clear,medium,274.22,11,0
clear,medium,274.22,11,0
clear,medium,274.48,12,0
clear,medium,274.48,12,0
clear,medium,274.35,13,0
clear,medium,274.35,13,0
clear,medium,274.62,14,0
clear,medium,274.62,14,0
clear,medium,274.55,15,0
clear,medium,274.55,15,0
clear,medium,274.75,16,0
clear,medium,274.75,16,0
clear,medium,274.28,17,0
clear,medium,274.28,17,0
clear,low,274.15,18,0
clear,low,274.29,19,0
clear,low,274.22,20,0
clear,low,274.15,21,0
clear,low,274.15,22,0
rain,low,274.15,23,0
clear,low,274.15,23,0
rain,low,274.08,0,0
clear,low,274.08,0,0
rain,low,274.01,1,0
clear,low,274.01,1,0
rain,low,273.72,2,0
clear,low,273.72,2,0
clear,low,273.72,2,0
rain,low,273.72,2,0
snow,low,273.72,2,0
rain,low,273.75,3,0
clear,low,273.75,3,0
rain,low,273.51,4,0
clear,low,273.51,4,0
snow,low,273.51,4,0
rain,low,273.51,4,0
rain,low,273.48,5,0
clear,low,273.48,5,0
clear,low,273.68,6,0
clear,low,273.61,7,0
clear,low,273.65,8,0
clear,low,273.62,9,0
clear,low,273.75,10,0
clear,low,273.95,11,0
clear,low,274.02,12,0
clear,low,274.08,13,0
rain,low,274.08,13,0
snow,low,274.08,14,0
clear,low,274.08,14,0
rain,low,274.08,14,0
rain,low,273.88,15,0
clear,low,273.88,15,0
snow,low,273.88,15,0
rain,low,274.15,16,0
clear,low,274.15,16,0
snow,low,274.15,16,0
rain,low,274.21,17,0
clear,low,274.21,17,0
snow,low,274.21,17,0
rain,low,274.48,18,0
rain,low,274.48,18,0
clear,low,274.48,18,0
snow,low,274.48,18,0
rain,low,274.72,19,0
clear,low,274.72,19,0
snow,low,274.72,19,0
rain,low,274.72,19,0
rain,low,274.93,20,0
clear,low,274.93,20,0
snow,low,274.93,20,0
rain,low,274.98,21,0
clear,low,274.98,21,0
rain,low,274.98,21,0
rain,low,274.98,21,0
snow,low,274.98,21,0
rain,low,275.29,22,0
clear,low,275.29,22,0
snow,low,275.29,22,0
rain,low,275.29,22,0
rain,low,275.48,23,0
clear,low,275.48,23,0
snow,low,275.48,23,0
rain,low,276.08,0,0
clear,low,276.08,0,0
clear,low,276.36,1,0
clear,low,277.15,2,0
rain,low,277.46,3,0
clear,low,276.3,4,0
clear,low,273.84,5,0
clear,low,272.44,6,0
clear,low,270.59,7,0
snow,low,269.29,8,0
snow,low,267.58,9,0
snow,low,266.85,10,0
snow,low,266.84,11,0
snow,medium,266.93,12,0
clear,medium,266.93,12,0
clear,medium,266.93,12,0
snow,medium,267.15,13,0
snow,medium,266.89,14,0
snow,medium,266.43,15,0
snow,medium,266.46,16,0
snow,medium,266.27,17,0
snow,medium,266.03,18,0
snow,low,265.95,19,0
snow,low,265.55,20,0
snow,low,265.61,21,0
snow,low,265.68,22,0
snow,low,265.75,23,0
snow,low,266.01,0,0
snow,low,266.08,1,0
snow,low,266.02,2,0
snow,low,265.82,3,0
snow,low,265.72,4,0
snow,low,265.72,5,0
snow,medium,265.65,6,0
snow,medium,265.28,7,0
snow,medium,265.41,8,0
snow,medium,265.75,9,0
snow,medium,266.15,10,0
snow,medium,266.42,11,0
snow,medium,266.65,12,0
snow,medium,267.22,13,0
clear,high,267.9,14,0
clear,high,268.44,15,0
clear,high,268.48,16,0
clear,high,267.36,17,0
clear,medium,266.08,18,0
clear,medium,264.89,19,0
clear,low,264.22,20,0
clear,low,264.35,21,0
clear,low,264.75,22,0
clear,low,265.75,23,0
clear,low,266.22,0,0
clear,low,266.61,1,0
clear,low,267.35,2,0
clear,low,267.62,3,0
clear,low,267.79,4,0
clear,low,267.81,5,0
clear,medium,268.51,6,0
clear,medium,269.14,7,0
clear,medium,269.22,8,0
snow,medium,268.96,9,0
snow,medium,271.08,10,0
clear,medium,272.42,11,0
clear,medium,273.42,12,0
clear,medium,274.15,13,0
clear,high,274.65,14,0
clear,high,275.09,15,0
clear,high,275.08,16,0
clear,high,274.71,17,0
snow,medium,274.59,18,0
snow,medium,274.4,19,0
clear,low,273.75,20,0
clear,low,273.28,21,0
clear,low,272.78,22,0
clear,low,272.15,23,0
clear,low,271.86,0,0
clear,low,271.22,1,0
clear,low,270.96,2,0
clear,low,270.87,3,0
clear,low,270.68,4,0
clear,low,270.95,5,0
clear,medium,271.21,6,0
snow,medium,271.79,7,0
snow,medium,272.02,8,0
snow,medium,272.21,9,0
snow,medium,272.36,10,0
snow,medium,272.58,11,0
snow,medium,272.62,12,0
clear,high,273.02,13,0
clear,high,272.42,14,0
clear,high,272.22,15,0
clear,high,272.22,16,0
clear,high,271.55,17,0
snow,medium,270.9,18,0
snow,medium,270.75,19,0
snow,low,270.47,20,0
snow,medium,270.15,21,0
clear,medium,269.42,22,0
clear,low,268.55,23,0
clear,low,267.97,0,0
clear,low,266.84,1,0
clear,low,266.4,2,0
clear,low,266.02,3,0
clear,low,265.28,4,0
clear,low,264.96,5,0
clear,medium,265.42,6,0
clear,medium,265.48,7,0
clear,medium,265.62,8,0
clear,medium,265.88,9,0
clear,medium,266.35,10,0
clear,medium,267.61,11,0
clear,high,268.01,12,0
clear,high,269.08,13,0
clear,high,269.88,14,0
clear,high,270.48,15,0
clear,high,270.62,16,0
clear,high,271.08,17,0
snow,medium,271.15,18,0
snow,medium,271.09,19,0
snow,low,271.08,20,0
clear,low,271.35,21,0
clear,low,271.22,22,0
clear,low,270.97,23,0
clear,low,271.69,0,0
clear,low,271.95,1,0
snow,low,272.02,2,0
snow,low,271.88,3,0
snow,low,271.55,4,0
snow,low,270.89,5,0
snow,low,269.89,6,0
clear,low,269.02,7,0
clear,low,267.29,8,0
clear,low,267.03,9,0
clear,medium,266.51,10,0
clear,medium,266.69,11,0
clear,medium,267.72,12,0
clear,medium,268.4,13,0
clear,medium,268.9,14,0
clear,medium,269.09,15,0
clear,medium,269.09,16,0
clear,medium,267.9,17,0
clear,medium,267.15,18,0
clear,medium,267.29,19,0
clear,medium,267.36,20,0
clear,low,268.22,21,0
clear,low,268.9,22,0
clear,low,269.48,23,0
clear,low,269.75,0,0
clear,low,269.95,1,0
clear,low,269.75,2,0
clear,low,269.65,3,0
clear,low,269.48,4,0
clear,low,269.22,5,0
clear,low,268.9,6,0
clear,low,268.34,7,0
clear,low,267.9,8,0
clear,low,267.71,9,0
clear,medium,269.02,10,0
clear,medium,270.34,11,0
clear,medium,271.27,12,0
clear,medium,271.46,13,0
clear,medium,271.9,14,0
clear,medium,271.71,15,0
clear,medium,271.59,16,0
clear,medium,271.09,17,0
clear,low,270.53,18,0
clear,low,270.47,19,0
clear,low,270.55,20,0
clear,low,270.49,21,0
clear,low,270.48,22,0
snow,low,270.55,23,0
snow,low,270.62,0,0
snow,low,270.55,1,0
snow,low,270.49,2,0
snow,low,270.42,3,0
clear,low,270.49,4,0
clear,low,270.49,5,0
clear,low,270.62,6,0
clear,low,270.82,7,0
clear,low,270.88,8,0
clear,low,271.55,9,0
snow,low,271.65,10,0
snow,medium,272.22,11,0
snow,medium,272.27,12,0
snow,medium,272.42,13,0
clear,medium,272.42,13,0
snow,medium,272.59,14,0
clear,medium,272.59,14,0
clear,medium,272.59,14,0
clear,medium,272.71,15,0
snow,medium,272.71,15,0
clear,medium,272.71,15,0
rain,medium,272.71,15,0
clear,medium,272.71,16,0
clear,medium,272.71,16,0
snow,medium,272.71,16,0
rain,medium,272.71,16,0
clear,medium,273.02,17,0
snow,medium,273.02,17,0
clear,low,273.02,18,0
snow,low,273.02,18,0
clear,low,272.95,19,0
clear,low,272.95,20,0
snow,low,272.95,20,0
rain,low,272.95,20,0
rain,low,272.95,20,0
clear,low,272.95,21,0
snow,low,272.95,21,0
clear,low,272.95,22,0
snow,low,272.95,22,0
clear,low,273.02,23,0
snow,low,273.02,23,0
rain,low,273.02,23,0
clear,low,272.95,0,0
clear,low,272.95,0,0
snow,low,272.95,0,0
rain,low,272.95,0,0
clear,low,272.95,1,0
snow,low,272.95,1,0
rain,low,272.95,1,0
clear,low,273.02,2,0
clear,low,273.02,2,0
clear,low,273.02,3,0
clear,low,273.02,3,0
clear,low,272.59,4,0
clear,low,272.48,5,0
clear,high,272.08,6,0
clear,high,270.82,7,0
clear,high,268.72,8,0
snow,medium,265.28,9,0
snow,medium,263.59,10,0
snow,medium,262.78,11,0
snow,medium,262.09,12,0
clear,medium,262.09,13,0
clear,medium,261.59,14,0
clear,high,261.21,15,0
clear,high,261.03,16,0
clear,high,260.42,17,0
clear,medium,259.65,18,0
clear,low,259.09,19,0
clear,low,258.34,20,0
clear,low,257.84,21,0
clear,low,257.22,22,0
clear,low,256.9,23,0
clear,low,256.34,0,0
clear,low,255.9,1,0
clear,low,255.42,2,0
clear,low,254.84,3,0
clear,low,254.42,4,0
clear,low,253.72,5,0
clear,high,253.22,6,0
